221, 65
222, 65
223, 65
221, 66
222, 66
223, 66
222, 67
223, 67
222, 128
223, 128
222, 129
223, 129
222, 130
223, 130
222, 190
222, 191
223, 191
222, 192
223, 192
105, 279
106, 279
104, 280
105, 280
106, 280
105, 281
47, 338
47, 339
48, 339
46, 340
47, 340
104, 340
105, 340
104, 341
105, 341
48, 397
48, 398
47, 399
48, 399
